ID_Registro_Fundo;ID_Registro_Classe;CNPJ_Classe;Codigo_CVM;Data_Registro;Data_Constituicao;Data_Inicio;Tipo_Classe;Denominacao_Social;Situacao;Data_Inicio_Situacao;Classificacao;Indicador_Desempenho;Classe_Cotas;Classificacao_Anbima;Tributacao_Longo_Prazo;Entidade_Investimento;Permitido_Aplicacao_CemPorCento_Exterior;Classe_ESG;Forma_Condominio;Exclusivo;Publico_Alvo;Patrimonio_Liquido;Data_Patrimonio_Liquido;CNPJ_Auditor;Auditor;CNPJ_Custodiante;Custodiante;CNPJ_Controlador;Controlador
66911;12530;39959156000130;141402;2025-03-19;2021-01-05;2025-03-19;Classes de Cotas de Fundos FIF;ARX ELBRUS PRO ADVISORY I FIC FIF EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-03-19;Renda Fixa;Índice de Mercado Andima NTN-B até 5 anos;S;Renda Fixa Duração Livre Grau de Invest.;;;N;N;Aberto;N;Público Geral;119516532.73;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;42272526000170;BNY MELLON BANCO S.A.;02201501000161;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
68063;13046;40963311000170;219487;2025-06-16;2025-06-16;2025-06-16;Classes de Cotas de Fundos FIF;NU INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA MASTER I;Em Funcionamento Normal;2025-06-16;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Público Geral;105706512.37;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
68066;13047;40963403000150;239674;2025-06-25;2025-06-25;2025-06-25;Classes de Cotas de Fundos FIF;NU INFRA FI DE INVESTIMENTO FINANCEIRO EM COTAS DE FI DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-06-25;Renda Fixa;OUTROS;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;N;Público Geral;105479427.11;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
68263;13133;41091044000151;105023;2024-12-19;2021-05-20;2024-12-19;Classes de Cotas de Fundos FIF;PCPAYV FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2024-12-19;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;42134032.68;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
68359;13185;41163523000136;148571;2025-04-02;2025-04-02;2025-04-02;Classes de Cotas de Fundos FIF;DPB INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-04-02;Renda Fixa;;N;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Aberto;S;Profissional;359986617.42;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
68697;13345;41373706000186;161918;2025-04-14;2025-04-14;2025-04-14;Classes de Cotas de Fundos FIF;FRATER DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-04-14;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Qualificado;67381045.75;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
68754;13370;41423592000131;141887;2025-02-03;2021-04-12;2025-02-03;Classes de Cotas de Fundos FIF;UBS EVOLUTION INFRA IPCA CRED PRIV FC FI INCENTIVADOS EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-02-03;Renda Fixa;Índice de Mercado Andima todas NTN-B;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Qualificado;340036174.80;2026-09-01;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
69184;13557;41687130000121;142131;2025-03-27;2021-05-04;2025-03-27;Classes de Cotas de Fundos FIF;GOPRO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2025-03-27;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;S;Profissional;30652375.31;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;42272526000170;BNY MELLON BANCO S.A.;02201501000161;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
69415;13670;41763320000180;134430;2025-03-06;2022-07-27;2025-03-06;Classes de Cotas de Fundos FIF;NMP KINEA FIF INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;Em Funcionamento Normal;2025-03-06;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;S;Profissional;56498366.65;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
69419;13671;41771670000199;219029;2025-06-16;2025-06-16;2025-06-16;Classes de Cotas de Fundos FIF;BOCAINA INFRA FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-06-16;Renda Fixa;;S;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Fechado;N;Público Geral;516450732.79;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
69509;13710;41853314000114;185361;2025-05-15;2025-05-15;2025-05-15;Classes de Cotas de Fundos FIF;EPM FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;Em Funcionamento Normal;2025-05-15;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;130381099.27;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
69896;13930;42066675000183;264709;2025-01-20;2025-01-20;2025-01-20;Classes de Cotas de Fundos FIF;IMP ALTO S FIF INV EM INFRAESTRUTURA CLASSE DE INV EM COTAS EM RENDA FIXA EM INFRAESTRUTURA;Em Funcionamento Normal;2025-01-20;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;11684789.78;2026-08-26;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
69897;13931;42066694000100;105082;2024-12-27;2021-06-02;2024-12-27;Classes de Cotas de Fundos FIF;MARAVILHA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2024-12-27;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;91784230.31;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
69900;13934;42066755000139;96954;2024-04-22;2021-06-04;2024-04-22;Classes de Cotas de Fundos FIF;RUBI 3 FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-04-29;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;;;;63481273.09;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70114;14040;42217140000166;24678;2024-03-14;2021-07-19;2024-03-14;Classes de Cotas de Fundos FIF;ELYSIO FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2024-03-27;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;31104358.17;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70139;14054;42221412000100;265152;2025-02-28;2025-02-28;2025-02-28;Classes de Cotas de Fundos FIF;SAFRA CAPITAL MARKET INFRA MASTER II FIF INV EM INFRAESTRUTURA CI EM INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-02-28;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Grau de Invest.;;N;N;N;Aberto;N;Público Geral;2416040175.71;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70140;14055;42221434000161;265160;2025-02-26;2025-02-26;2025-02-26;Classes de Cotas de Fundos FIF;SAFRA CAPITAL MARKET INFRA PREMIUM II FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-02-26;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Público Geral;1332258961.96;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70256;14105;42298665000173;265187;2025-02-26;2025-02-26;2025-02-26;Classes de Cotas de Fundos FIF;SAFRA CAPITAL MARKET INFRA VIP II FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-02-26;Renda Fixa;DI de um dia;S;Renda Fixa Duração Alta Grau de Invest.;;N;N;N;Aberto;N;Público Geral;3278598623.30;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70265;14111;42298805000103;96997;2024-12-06;2021-08-10;2024-12-06;Classes de Cotas de Fundos FIF;CAPIM FIF INVESTIMENTO EM INFRA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2024-12-06;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;70806008.02;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70272;14115;42298902000104;97063;2024-05-29;2021-10-01;2024-05-29;Classes de Cotas de Fundos FIF;CDLA GESTÃO FINANCEIRA FIF INV EM INFRA CLASSE DE INV EM RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2024-06-07;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;44863288.85;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70290;14123;42321413000118;265535;2025-05-30;2025-05-30;2025-05-30;Classes de Cotas de Fundos FIF;TILOS FIF INV EM INFRAESTRUTURA CIC DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-05-30;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;S;Profissional;17608613.35;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70296;14126;42321494000156;174475;2025-04-07;2025-04-07;2025-04-07;Classes de Cotas de Fundos FIF;GENEVE RENDA FIXA CLASSE INCENTIVADA DE  INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA;Em Funcionamento Normal;2025-04-07;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;56090231.29;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
70298;14127;42321520000146;97039;2024-05-29;2021-09-14;2024-05-29;Classes de Cotas de Fundos FIF;AGRA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRA RESP LIMITADA;Em Funcionamento Normal;2024-07-11;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;60180145.71;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70450;14187;42420560000145;97136;2024-06-05;2021-11-01;2024-06-05;Classes de Cotas de Fundos FIF;MANGALARGA 2 FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-07-15;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;71728161.54;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70452;14188;42420671000151;97071;2024-06-28;2021-10-06;2024-06-28;Classes de Cotas de Fundos FIF;MCF FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-07-10;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;35503937.57;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70453;14189;42420740000127;97080;2024-06-05;2021-10-14;2024-06-05;Classes de Cotas de Fundos FIF;M&M 2 FIF INVESTIMENTO EM INFRA CI EM RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-06-21;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;86603970.41;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70505;14219;42446979000176;97098;2024-07-01;2021-10-15;2024-07-01;Classes de Cotas de Fundos FIF;FOUR LADIES 2 FIF INVEST EM INFRA CIC EM RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2024-07-16;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;29144611.74;2026-08-31;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70507;14220;42447119000157;97110;2024-07-02;2021-10-22;2024-07-02;Classes de Cotas de Fundos FIF;PASIANO FIF INVESTIMENTO EM INFRA CIC DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2024-07-04;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;15773652.31;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70508;14221;42447172000158;97128;2024-04-22;2021-10-22;2024-04-22;Classes de Cotas de Fundos FIF;LINCE 4 FIF INVESTIMENTO EM INFRAESTRUTURA CI RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-04-23;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;60831124.40;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
70792;14351;42592438000156;198455;2025-05-30;2025-05-30;2025-05-30;Classes de Cotas de Fundos FIF;BB GR INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2025-05-30;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;32077805.62;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;00000000000191;BANCO DO BRASIL S.A.;00000000000191;BANCO DO BRASIL S.A.
70815;14359;42598117000169;219185;2025-05-21;2025-05-21;2025-05-21;Classes de Cotas de Fundos FIF;SÃO PEDRO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;Em Funcionamento Normal;2025-05-21;Multimercado;Taxa de juro prefixada;N;Multimercados Estrat. Específica;;N;N;N;Aberto;S;Profissional;14947781.05;2026-09-02;15454120000136;MGI ASSURANCE AUDITORES INDEPENDENTES SS;62285390000140;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;62285390000140;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
70822;14361;42619279000136;219258;2025-06-17;2025-06-17;2025-06-17;Classes de Cotas de Fundos FIF;BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2025-06-17;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;125235130.35;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;00000000000191;BANCO DO BRASIL S.A.;00000000000191;BANCO DO BRASIL S.A.
70961;14442;42730834000100;15687;2024-01-30;2021-09-08;2024-01-30;Classes de Cotas de Fundos FIF;SPARTA INFRA FI EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2024-01-30;Renda Fixa;Índice de Mercado Andima todas NTN-B;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;N;Público Geral;2072426041.34;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
71065;14498;42774301000112;157066;2025-01-15;2025-01-15;2025-01-15;Classes de Cotas de Fundos FIF;CALATHEA RENDA FIXA CLASSE INCENTIVADA  DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA;Em Funcionamento Normal;2025-01-15;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;57179187.42;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
71684;14791;43140450000192;15695;2024-01-30;2021-12-07;2024-01-30;Classes de Cotas de Fundos FIF;SPARTA INFRA MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2024-01-30;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;N;Público Geral;466676946.59;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
71689;14794;43140638000130;185604;2025-05-19;2025-05-19;2025-05-19;Classes de Cotas de Fundos FIF;BOCAINA INFRA MASTER I - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-05-19;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Público Geral;261913359.07;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
72098;15002;43758715000110;105155;2024-12-27;2022-01-03;2024-12-27;Classes de Cotas de Fundos FIF;ITAOCAIA FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2024-12-27;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;41229165.09;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
72101;15003;43758996000101;281719;2024-10-01;2024-10-01;2024-10-01;Classes de Cotas de Fundos FIF;REUAS FIF INVESTIMENTO EM INFRA CIC DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-09-11;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;23094492.16;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
72430;15183;44212650000176;172120;2025-05-05;2025-05-05;2025-05-05;Classes de Cotas de Fundos FIF;G&J FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA;Em Funcionamento Normal;2025-05-05;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;78179066.23;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
72441;15191;44229915000149;1392;2023-10-23;2021-09-21;2023-10-23;Classes de Cotas de Fundos FIF;UBS EVOLUTION MAJESTY FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉD PRIV RESP LIMITADA;Em Funcionamento Normal;2023-11-24;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Fechado;S;Profissional;25922521.20;2026-09-01;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
72466;15200;44271539000150;97209;2024-06-10;2022-02-08;2024-06-10;Classes de Cotas de Fundos FIF;ÊXITO FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2024-07-03;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;19876002.75;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
72468;15201;44271594000140;267937;2025-05-27;2025-05-27;2025-05-27;Classes de Cotas de Fundos FIF;MAMIRA FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-06-03;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;S;Profissional;27469376.59;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
72593;15269;44360319000101;169080;2025-04-30;2025-04-30;2025-04-30;Classes de Cotas de Fundos FIF;HIMALAIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-04-30;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;26794831.38;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
72606;15277;44361134000103;143405;2025-01-27;2021-10-22;2025-01-27;Classes de Cotas de Fundos FIF;UBS EVOLUTION MASTER PORTFOLIO CRÉD PRIV CDI FI INCENTIVADO EM INFRAESTRUTURA RF RESP LIMITADA;Em Funcionamento Normal;2025-01-27;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Qualificado;625127440.64;2026-09-01;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
72629;15289;44371922000180;143421;2025-01-27;2021-12-21;2025-01-27;Classes de Cotas de Fundos FIF;UBS EVOLUTION INFRAESTRUTURA CDI CRED PRIV FC DE FUNDO DE INVESTIMENTO INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-01-27;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Qualificado;647988205.70;2026-09-01;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
